ID,CDS,DOLLARS,DATE
40,1,14.96,8/30/97
40,3,44.47,9/14/97
40,1,13.99,9/14/97
40,1,22.99,9/14/97
40,2,25.98,10/25/97
40,1,16.99,12/13/97
40,4,54.96,12/14/97
40,1,12.58,2/15/98
40,1,2.99,2/15/98
40,3,36.34,2/25/98
40,1,14.42,3/8/98
41,1,17.99,1/1/97
42,3,26.55,1/1/97
42,1,11.77,1/2/97
43,2,29.33,1/1/97
43,2,25.74,2/16/97
43,1,10.77,3/1/97
43,1,36.99,11/28/97
43,1,14.49,5/24/98
44,2,30.32,1/1/97
44,1,14.37,1/4/97
44,1,14.96,6/19/97
45,1,14.37,1/1/97
46,3,41.53,1/1/97
46,4,60.11,1/25/97
46,3,45.09,3/16/97
46,4,58.07,8/9/97
46,4,57.11,8/24/97
46,2,26.98,10/2/97
46,2,26.98,11/12/97
47,3,37.91,1/1/97
47,2,25.74,1/5/97
47,3,44.97,1/26/97
47,1,15.37,2/16/97
47,2,30.92,2/23/97
47,1,17.96,3/9/97
47,1,4.79,3/9/97
47,2,27.94,3/16/97
47,1,13.97,4/6/97
47,1,14.79,4/7/97
47,1,19.97,4/19/97
47,1,41.77,4/23/97
47,1,19.99,6/15/97
47,1,4.79,6/22/97
47,1,9.99,8/9/97
47,1,19.49,11/1/97
47,1,12.99,2/25/98
47,1,14.49,3/18/98
47,2,22.98,3/22/98
47,1,13.99,4/14/98
47,1,12.99,6/6/98
48,4,52.72,1/1/97
48,4,73.5,1/26/97
48,3,37.93,2/10/97
48,1,12.49,3/23/97
48,4,46.5,3/25/97
48,2,29.92,6/9/97
48,3,42.85,7/30/97
48,1,15.36,8/15/97
48,1,24.37,8/24/97
48,1,25.49,10/14/97
48,2,25.98,10/17/97
48,1,20.99,10/20/97
48,2,41.98,11/3/97
48,3,42.47,11/11/97
48,2,16.98,11/24/97
48,1,9.49,12/4/97
48,3,40.47,1/9/98
48,3,51.47,3/22/98
48,1,9.49,6/8/98
48,2,29.48,6/13/98
49,2,27.94,1/1/97
50,1,6.79,1/1/97
51,5,71.42,1/27/97
51,8,111.93,7/7/97
51,7,104.6,9/1/97
51,5,53.95,11/29/97
51,1,13.99,11/29/97
51,1,11.49,12/1/97
52,3,80.95,1/2/97
52,2,23.14,1/6/97
52,2,33.98,1/19/97
52,2,27.74,1/22/97
52,3,38.33,1/29/97
52,4,59.84,5/18/97
52,7,104.72,6/21/97
52,2,76.98,5/8/98
53,1,19.99,1/1/97
53,1,14.37,8/19/97
53,1,11.49,12/10/97
53,1,11.88,1/27/98
53,1,14.49,2/9/98
53,1,13.99,5/4/98
54,2,33.96,1/1/97
55,5,66.09,1/1/97
55,1,15.36,1/10/97
56,2,27.73,1/1/97
56,1,15.96,1/17/97
56,2,21.54,6/1/97
56,4,63.96,12/17/97
57,4,57.86,1/1/97
58,1,20.99,1/1/97
59,1,13.99,1/1/97
59,1,11.77,1/9/97
59,1,10.77,1/25/97
60,2,21.75,2/1/97
61,11,155.65,1/1/97
62,3,32.91,1/1/97
62,1,17.96,1/17/97
62,1,13.97,2/13/97
62,2,24.54,3/8/97
62,2,28.14,3/14/97
62,2,14.55,5/14/97
62,1,5.78,5/21/97
62,1,15.36,8/27/97
62,2,25.98,10/1/97
62,1,15.99,10/16/97
62,3,41.97,10/29/97
63,3,44.97,1/1/97
63,2,26.98,11/22/97
63,2,24.48,4/18/98
63,2,24.48,5/21/98
64,1,11.77,1/3/97
64,2,13.98,2/12/97
64,1,11.77,5/12/97
64,1,14.96,5/13/97
64,1,15.36,7/22/97
64,3,41.47,9/20/97
64,3,53.47,11/4/97
64,8,59.92,11/28/97
64,3,41.97,12/30/97
64,1,7.68,3/3/98
64,2,35.48,4/11/98
64,2,21.98,4/23/98
64,3,37.56,6/25/98
65,1,18.77,1/1/97
65,2,35.98,2/16/98
65,1,13.99,3/22/98
66,1,39.99,1/1/97
67,2,29.73,1/1/97
67,1,29.99,1/8/97
67,1,11.77,1/17/97
68,2,40.36,1/1/97
69,6,105.31,1/1/97
69,8,111.77,1/4/97
70,5,72.23,1/1/97
71,1,13.97,1/1/97
72,1,11.99,1/1/97
73,1,13.97,1/1/97
73,2,24.14,2/28/97
73,4,56.46,3/16/97
74,1,41.99,1/1/97
75,5,69.81,1/1/97
76,1,9.99,1/1/97
77,1,12.97,1/1/97
78,3,41.52,1/13/97
78,4,53.74,4/23/98
79,6,77.44,1/1/97
80,4,43.46,1/1/97
81,2,74.76,1/1/97
81,2,56.36,1/10/97
81,3,35.31,1/17/97
81,2,27.76,2/2/97
81,3,35.31,2/20/97
81,1,14.99,3/5/97
81,1,13.77,4/5/97
81,1,14.96,5/24/97
81,5,82.79,6/5/97
81,1,7.78,6/9/97
81,1,14.96,6/19/97
81,1,11.97,7/22/97
81,2,26.98,9/15/97
81,1,12.99,9/27/97
82,3,38.5,1/1/97
82,3,48.5,4/19/97
82,2,30.98,9/27/97
82,3,43.97,11/23/97
82,3,40.56,2/27/98
82,3,40.29,4/10/98
83,1,13,1/1/97
83,3,47.69,1/26/97
83,3,19.5,7/23/97
83,1,21.49,4/18/98
84,1,13.97,1/1/97
85,3,26.31,1/3/97
86,2,23.94,1/1/97
87,7,103.37,1/1/97
87,2,29.92,5/31/97
87,3,45.28,7/31/97
87,2,27.98,10/8/97
88,1,14.99,2/24/97
88,2,19.98,10/22/97
89,3,47.08,1/1/97
89,2,30.72,1/11/97
89,2,30.72,1/29/97
89,2,27.13,3/27/97
89,1,20.97,4/11/97
89,1,15.36,5/27/97
89,4,60.67,7/30/97
89,2,46.42,8/23/97
89,2,27.48,10/17/97
89,2,18.98,10/30/97
89,3,39.97,12/5/97
89,2,29.48,12/22/97
89,3,31.97,12/26/97
89,1,19.49,12/29/97
89,2,34.98,1/23/98
89,2,26.98,2/11/98
89,1,22.49,2/27/98
89,1,40.99,6/10/98
90,1,12.9,1/1/97
90,1,11.77,1/8/97
91,2,32.54,1/1/97
92,2,35.98,1/1/97
92,1,17.36,4/16/97
93,9,122.09,1/1/97
93,5,97.24,1/3/97
94,4,44.1,1/2/97
95,3,53.53,1/3/97
95,3,47.11,1/14/97
95,5,91.26,1/24/97
95,2,37.98,2/3/97
95,1,27.77,2/8/97
95,2,25.13,2/10/97
95,1,19.77,2/17/97
95,4,67.46,3/4/97
95,2,42.73,3/25/97
95,1,14.37,4/14/97
95,2,29.33,4/27/97
95,2,26.56,5/11/97
95,2,30.32,5/11/97
95,2,29.33,5/26/97
95,1,11.77,6/10/97
95,1,28.18,6/30/97
95,4,66.46,8/25/97
95,4,45.96,9/21/97
95,6,90.94,12/9/97
95,2,82.98,12/19/97
95,3,42.47,1/10/98
95,2,24.98,2/2/98
95,8,109.24,2/8/98
95,5,105.45,2/24/98
95,6,82.42,3/16/98
95,7,106.93,4/28/98
95,3,59.97,5/7/98
95,4,65.44,6/10/98
95,4,49.43,6/24/98
96,4,57.67,1/1/97
96,4,61.91,2/9/97
96,3,29.5,2/14/97
96,1,96.99,2/22/97
96,6,75.22,3/15/97
96,3,49.94,4/8/97
96,4,60.48,4/17/97
96,1,12.97,6/24/97
96,2,23.74,7/9/97
96,7,102.21,8/3/97
96,4,114.46,10/30/97
96,5,234.45,11/18/97
96,1,248.49,12/7/97
96,4,68.46,1/2/98
96,4,45.46,1/17/98
96,2,28.37,2/24/98
96,3,30.86,3/9/98
96,4,54.85,5/7/98
96,4,49.96,6/27/98
97,6,91.57,1/1/97
97,6,80.94,10/22/97
97,4,128.87,2/8/98
97,2,23.37,3/28/98
98,2,46.14,1/1/97
98,2,30.32,5/23/97
99,2,25.94,1/1/97
99,2,28.34,1/19/97
99,2,28.93,4/24/97
99,4,52.1,7/26/97
99,2,24.98,10/11/97
99,3,40.97,11/13/97
99,1,65.99,12/16/97
100,1,13.77,1/1/97
100,1,12.49,12/11/97
100,2,28.98,4/20/98
101,2,23.54,1/18/97
102,1,14.37,1/1/97
102,1,25.99,2/10/97
102,1,11.49,11/28/97
102,4,105.62,3/1/98
103,4,51.08,2/17/97
103,2,29.75,4/6/97
103,3,29.66,4/17/98
104,1,14.96,1/1/97
105,3,35.31,1/1/97
106,2,31.52,1/1/97
106,2,29.92,1/19/97
106,2,30.72,6/26/97
106,2,27.98,11/4/97
106,1,36.99,12/30/97
106,3,44.97,1/31/98
107,1,21.99,1/1/97
108,1,17.96,1/1/97
109,5,71.89,1/12/97
109,7,132.57,2/2/97
110,2,27.94,1/1/97
111,1,35.99,1/1/97
111,1,32.99,1/11/97
111,4,77.96,3/15/97
111,3,59.3,4/16/97
111,2,134.98,4/24/97
111,1,91.92,6/23/97
111,3,47.08,7/22/97
111,2,71.96,7/26/97
111,3,78.47,10/25/97
111,3,83.47,12/6/97
111,4,84.46,1/18/98
111,4,123.96,2/15/98
111,2,32.98,2/21/98
111,2,23.06,2/26/98
111,1,72.99,5/10/98
111,3,55.47,6/20/98
112,1,11.77,1/1/97
112,1,11.77,2/5/97
113,3,32.91,1/1/97
113,1,15.27,3/4/98
113,1,11.49,3/7/98
114,1,16.36,1/1/97
114,2,28.13,5/1/97
114,1,22.97,9/8/97
114,1,28.49,2/10/98
114,2,28.98,2/11/98
115,1,13.97,1/1/97
116,1,12.77,1/1/97
117,2,18.74,1/1/97
117,2,24.74,8/31/97
117,1,15.49,3/19/98
118,1,15.36,1/1/97
118,4,58.49,6/24/97
119,3,41.69,1/1/97
120,1,22.97,1/1/97
120,1,14.96,2/22/97
120,1,11.77,3/30/97
120,1,42.32,5/17/97
120,1,11.49,12/18/97
121,1,12.49,1/1/97
122,2,27.74,1/1/97
123,1,31.99,1/1/97
124,2,28.93,1/1/97
124,2,28.48,9/13/97
124,2,26.98,10/16/97
124,2,25.98,11/2/97
124,2,27.98,12/12/97
125,3,37.47,1/1/97
125,1,13.72,6/22/97
125,1,12.99,10/17/97
125,1,6.49,11/21/97
125,1,11.49,2/9/98
125,2,26.48,6/8/98
126,1,9.77,1/3/97
126,2,292.98,12/2/97
127,3,39.71,1/1/97
128,3,20.37,1/1/97
128,1,12.49,1/9/97
128,2,22.75,2/7/97
128,1,12.25,8/3/97
129,1,12.49,1/1/97
130,1,14.37,1/1/97
130,1,5.99,1/25/97
130,3,42.89,2/8/97
130,1,10.77,6/1/97
130,1,5.99,7/1/97
130,1,14.96,8/13/97
130,1,12.99,11/8/97
130,1,12.99,4/29/98
131,2,30.32,1/1/97
132,3,53.69,1/1/97
132,5,54.65,2/27/97
132,2,27.13,4/1/97
132,4,57.45,6/16/97
132,5,67.95,10/6/97
132,3,41.56,5/11/98
133,1,18.99,1/1/97
133,1,14.37,1/27/97
133,1,9.77,2/1/97
133,1,15.99,3/2/97
133,3,47.33,5/4/97
133,3,59.74,6/21/97
133,2,32.98,11/11/97
134,1,17.9,1/1/97
134,1,9.99,5/5/97
134,1,21.49,1/8/98
135,3,41.7,1/1/97
135,3,42.69,1/1/97
136,2,44.98,1/1/97
136,2,36.98,11/26/97
137,2,27.73,1/1/97
138,1,14.99,1/1/97
139,1,11.77,1/6/97
140,1,28.7,1/1/97
140,1,15.36,5/3/97
141,1,19.97,1/1/97
141,2,19.54,3/16/97
141,1,22.77,4/16/97
141,2,44.34,8/27/97
141,1,5.49,10/24/97
141,1,11.88,2/22/98
141,2,23.76,5/7/98
142,1,15.36,1/2/97
142,3,49.97,1/13/97
142,1,19.99,3/30/97
142,1,12.58,2/19/98
142,1,24.49,4/11/98
143,1,12.49,1/1/97
143,1,28.99,1/1/97
144,2,30.72,1/1/97
145,1,14.79,1/1/97
145,1,11.77,1/2/97
145,2,26.73,1/12/97
145,2,20.75,1/30/97
145,1,15.96,2/25/97
145,2,29.93,3/12/97
145,4,56.47,3/12/97
145,3,28.54,3/14/97
145,1,13.97,4/5/97
145,2,30.32,5/2/97
145,1,15.96,5/3/97
145,1,13.97,5/26/97
145,1,13.97,7/7/97
145,2,27.13,8/15/97
145,2,25.98,9/13/97
145,1,12.99,10/31/97
145,1,12.99,11/6/97
145,3,55.97,11/19/97
145,1,12.58,2/23/98
145,2,24.46,2/26/98
145,1,11.88,3/14/98
145,1,17.48,5/6/98
145,2,27.37,5/30/98
146,1,13.97,1/1/97
147,2,27.14,1/28/97
147,3,62.1,2/24/97
147,1,13.97,5/17/97
147,1,12.99,9/15/97
147,1,14.99,9/15/97
147,2,29.48,11/9/97
147,6,67.94,12/3/97
147,4,59.46,12/13/97
148,1,14.96,1/1/97
148,1,9.77,2/16/97
148,1,9.77,6/2/97
148,1,11.49,11/4/97
148,3,40.97,11/7/97
148,2,29.91,2/22/98
148,2,29.57,3/21/98
149,4,54.87,1/1/97
149,4,51.67,1/24/97
150,1,15.36,1/1/97
151,1,13.97,1/1/97
152,6,102,1/1/97
152,2,21.54,1/6/97
152,2,23.54,1/26/97
152,2,28.93,2/3/97
152,3,43.97,10/28/97
152,2,23.98,1/18/98
153,1,6.79,1/1/97
154,1,14.37,1/1/97
154,1,14.96,5/29/97
154,1,13.99,9/27/97
154,1,13.99,11/6/97
154,1,11.88,4/26/98
155,1,23.99,1/1/97
156,1,10.77,1/1/97
157,2,27.94,1/1/97
157,4,52.27,2/26/97
158,3,43.05,1/1/97
159,2,19.75,1/1/97
160,2,19.74,1/1/97
161,1,19.77,1/1/97
161,1,13.97,1/19/97
161,3,38.9,2/22/97
161,2,25.14,4/27/97
161,3,36.97,9/12/97
161,3,32.47,12/11/97
161,3,79.97,12/14/97
161,1,51.99,12/22/97
161,2,25.98,2/7/98
161,4,54.77,3/17/98
161,2,36.98,6/1/98
162,2,119.54,1/1/97
163,2,25.74,1/1/97
164,2,25.73,1/5/97
164,3,38.5,2/7/97
164,2,29.33,3/14/97
164,2,27.94,6/6/97
164,1,14.96,7/15/97
164,3,42.7,7/25/97
164,3,41.97,12/16/97
164,2,24.46,6/29/98
165,1,7.78,1/1/97
165,2,17.98,3/11/98
165,1,8.99,6/1/98
166,2,29.53,1/1/97
166,2,16.48,11/30/97
166,3,36.97,12/13/97
166,2,17.98,12/21/97
166,3,36.97,12/24/97
166,1,11.49,2/24/98
166,1,11.88,3/18/98
166,1,11.88,5/27/98
167,2,30.32,1/19/97
167,1,13.77,1/21/97
167,1,14.96,3/8/97
167,2,24.95,6/14/97
167,1,12.99,10/11/97
167,1,59.49,10/30/97
167,1,11.49,11/23/97
167,1,18.49,12/10/97
168,1,14.96,1/1/97
169,1,11.77,1/1/97
170,2,29.92,1/1/97
170,3,44.47,1/27/98
171,1,14.96,1/1/97
172,5,50.95,1/1/97
173,1,18.36,1/1/97
173,3,31.47,4/3/98
174,1,15.36,1/1/97
174,1,21.37,1/6/97
175,1,27.77,1/1/97
176,1,11.77,1/1/97
177,2,42.14,1/1/97
177,1,22.77,1/1/97
177,1,15.99,1/3/97
177,3,44.72,1/3/97
177,1,14.37,1/12/97
177,1,14.37,1/17/97
177,1,13.97,2/2/97
177,1,14.37,2/2/97
177,2,30.92,2/7/97
177,1,15.96,2/10/97
177,1,16.76,2/23/97
177,1,14.37,3/10/97
177,1,15.96,3/11/97
177,1,11.77,3/19/97
177,1,15.36,3/19/97
177,1,14.96,3/26/97
177,1,14.96,4/25/97
177,1,8.97,5/27/97
177,1,11.77,6/8/97
177,1,14.96,6/22/97
177,1,14.96,7/18/97
177,1,14.96,8/3/97
177,1,14.96,9/5/97
177,1,15.36,9/5/97
177,1,15.49,10/26/97
177,1,14.99,11/1/97
177,1,17.99,11/19/97
177,1,31.49,12/2/97
177,1,22.49,12/5/97
177,1,11.49,1/3/98
177,1,11.49,2/4/98
177,1,14.99,5/13/98
178,1,12.49,1/1/97
179,1,16.36,1/1/97
179,1,14.96,2/15/97
179,2,24.94,3/8/97
179,1,21.97,7/23/97
179,1,12.25,7/28/97
179,1,14.96,8/3/97
179,2,16.76,8/3/97
179,1,9.98,8/17/97
179,2,19.98,9/24/97
179,1,9.99,9/25/97
179,1,11.88,2/24/98
180,2,25.88,1/1/97
180,3,36.71,8/28/97
181,3,43.7,1/1/97
182,1,26.77,1/1/97
182,1,12.99,9/27/97
182,3,41.97,12/15/97
182,1,9.99,5/18/98
183,1,9.99,1/1/97
184,1,19.99,1/1/97
184,1,11.88,5/18/98
185,3,26.07,2/27/97
185,1,14.79,3/22/97
185,1,6.99,3/22/97
185,3,39.36,3/27/98
185,2,27.98,5/22/98
186,1,16.96,1/2/97
186,1,17.49,9/17/97
187,2,31.32,1/1/97
187,1,4.79,2/2/97
188,1,13.77,1/1/97
189,15,294.03,1/1/97
190,1,15.36,1/1/97
191,6,70.23,1/5/97
192,1,10.77,1/1/97
192,2,30.92,1/22/97
192,2,28.93,3/22/97
192,3,59.69,6/1/97
192,1,14.96,7/14/97
192,1,14.96,8/1/97
193,2,27.94,1/1/97
194,10,168.89,1/1/97
194,6,86.89,1/11/97
195,1,15.36,1/6/97
195,1,9.49,10/11/97
195,2,28.98,10/24/97
195,1,11.49,10/25/97
195,1,22.49,10/29/97
195,1,11.49,11/1/97
195,1,14.49,1/20/98
196,2,25.54,1/1/97
197,1,12.49,1/1/97
197,1,12.49,3/2/97
197,1,28.99,5/5/97
198,1,15.76,1/1/97
199,1,14.37,1/1/97
200,3,39.93,1/1/97
200,2,44.36,1/22/97
201,1,14.96,1/1/97
201,1,14.37,4/5/97
201,1,9.49,10/18/97
201,1,9.49,1/11/98
201,1,24.99,4/28/98
202,8,113.94,1/1/97
202,2,32.52,1/2/97
203,1,20.99,1/1/97
203,1,13.97,2/27/97
203,1,14.9,4/5/97
203,1,13.97,7/24/97
204,5,72.23,1/15/97
205,1,12.49,1/1/97
205,1,19.3,3/18/97
205,1,19.3,5/13/97
205,2,50.98,12/7/97
206,1,17.99,1/1/97
207,1,19.3,1/1/97
207,1,34.99,3/22/97
207,3,39.97,11/16/97
208,5,63.25,1/11/97
208,5,70.38,2/21/98
209,4,66.26,1/19/97
209,2,29.92,2/24/97
209,1,19.99,3/15/97
210,4,59.66,1/1/97
210,2,26.37,3/26/98
211,1,7.78,1/1/97
212,1,14.37,1/1/97
213,1,10.77,1/1/97
213,1,11.77,1/19/97
214,1,11.77,1/1/97
214,3,44.73,1/3/97
214,1,14.79,1/8/97
214,2,23.54,1/25/97
214,3,46.51,4/7/97
214,3,40.91,5/22/97
214,3,39.97,10/21/97
215,1,11.77,1/1/97
216,1,13.97,1/1/97
217,2,57.54,1/1/97
217,8,113.92,12/9/97
217,1,12.58,1/29/98
217,1,11.88,6/2/98
218,4,57.48,2/6/97
219,3,38.51,1/1/97
219,3,35.51,5/17/97
220,4,57.85,1/1/97
221,1,12.49,1/1/97
222,1,29.99,1/1/97
222,1,15.36,2/21/97
222,2,40.98,10/30/97
223,3,47.93,1/1/97
224,2,28.33,1/1/97
225,2,24.98,1/1/97
225,3,37.47,1/18/97
225,1,6.79,2/27/97
225,1,12.49,4/16/97
225,1,23.88,8/1/97
226,2,35.93,1/2/97
226,2,26.73,2/23/97
226,2,23.76,4/20/97
226,2,24.74,7/19/97
226,1,15.49,2/15/98
226,3,43.47,5/5/98
227,1,34.97,1/1/97
227,1,13.77,1/17/97
227,1,14.96,3/8/97
227,3,86.51,5/11/97
227,1,14.37,8/24/97
228,2,25.98,1/1/97
228,2,23.54,2/6/97
228,1,13.97,2/11/97
228,1,27.77,2/12/97
228,1,9.98,2/28/97
228,1,15.36,3/11/97
228,1,21.97,5/27/97
228,1,17.3,5/31/97
228,3,51.75,7/8/97
228,2,36.74,8/7/97
228,1,23.97,8/28/97
228,3,41.47,12/29/97
228,1,29.99,1/6/98
229,1,12.49,1/1/97
229,2,19.28,1/6/97
229,1,12.25,8/12/97
229,2,19.98,3/12/98
229,1,19.49,6/27/98
230,2,39.98,1/1/97
230,2,39.98,6/6/97
231,5,69.04,1/1/97
232,2,42.98,1/1/97
233,1,12.99,1/1/97
234,1,13.97,1/1/97
234,1,9.99,2/4/97
235,1,7.98,1/1/97
236,1,16.7,1/1/97
237,2,23.54,1/1/97
238,7,88.69,1/23/97
238,3,36.33,2/6/97
238,4,59.06,4/20/97
238,3,47.89,6/25/97
238,6,73.22,7/27/97
239,2,28.74,1/1/97
240,1,15.99,1/1/97
240,1,14.96,3/8/97
241,2,24.74,1/16/97
241,1,14.96,5/3/97
241,2,36.37,3/26/98
241,2,24.48,5/9/98
242,3,35.11,1/1/97
242,2,30.32,1/17/97
243,2,17.96,1/2/97
244,3,46.64,1/1/97
244,8,117.6,1/30/97
244,3,35.31,2/4/97
244,3,41.69,2/22/97
244,4,56.47,3/28/97
244,2,30.96,3/29/97
244,3,41.9,4/2/97
244,3,44.88,4/20/97
244,11,144.98,7/27/97
244,4,59.65,8/11/97
244,1,46.77,8/11/97
244,3,32.31,8/17/97
244,7,96.97,8/23/97
244,5,65.95,9/10/97
244,1,12.99,9/14/97
244,9,119.41,11/20/97
244,6,86.44,1/24/98
244,4,44.46,3/12/98
244,1,27.99,3/13/98
244,2,32.48,3/29/98
244,2,36.71,4/9/98
244,1,11.88,5/14/98
244,1,26.99,6/3/98
244,1,12.99,6/7/98
244,1,12.99,6/10/98
245,1,14.96,1/1/97
245,1,7.99,3/17/97
245,1,12.99,10/22/97
245,2,30.48,12/3/97
245,1,10.49,12/3/97
245,4,57.85,1/21/98
245,1,13.99,6/11/98
246,1,12.97,1/2/97
246,3,37.51,1/17/97
246,2,28.34,2/16/97
246,3,37.51,2/18/97
246,7,85.79,4/23/97
246,4,52.87,5/8/97
246,2,31.32,6/18/97
246,1,29.37,7/24/97
246,2,30.92,9/5/97
246,2,30.98,9/28/97
246,4,74.46,10/19/97
246,3,41.47,10/22/97
246,1,13.99,12/4/97
246,4,57.46,12/14/97
246,2,27.48,12/23/97
246,2,26.87,2/3/98
246,3,45.47,3/9/98
246,1,11.88,3/14/98
246,2,22.67,3/26/98
246,4,50.85,6/20/98
247,1,19.3,2/3/97
247,1,23.88,7/26/97
247,1,19.99,12/16/97
247,2,30.98,5/12/98
248,1,14.37,1/2/97
249,2,37.35,1/2/97
249,2,23.94,1/25/97
249,1,30.99,2/19/97
250,2,28.74,1/2/97
250,3,42.09,7/8/97
250,2,33.74,8/23/97
251,3,40.26,1/2/97
252,6,110.6,1/2/97
252,2,26.14,1/8/97
252,6,69.94,3/7/98
252,7,105.82,3/22/98
252,2,22.77,6/6/98
252,1,12.99,6/10/98
253,1,13.97,1/2/97
254,1,15.96,1/2/97
255,1,11.77,1/2/97
256,1,14.99,1/2/97
256,2,34.6,3/2/97
256,1,29.99,4/14/97
257,1,27.77,1/2/97
257,1,12.99,10/30/97
257,1,14.99,4/9/98
258,3,59.97,1/2/97
259,1,14.79,1/2/97
260,4,57.27,1/5/97
261,1,8.77,1/2/97
262,3,48.95,1/2/97
263,1,14.79,1/2/97
264,1,16.99,1/2/97
265,4,108.87,1/2/97
265,1,14.96,2/19/97
265,1,11.77,2/20/97
266,3,39.97,1/2/97
266,4,59.31,1/27/97
267,3,37.47,1/2/97
268,1,7.78,3/24/97
269,1,29.99,2/15/97
270,7,89.77,1/2/97
270,14,179.4,1/24/97
271,1,12.77,1/2/97
272,1,9.98,1/2/97
272,2,18.75,3/20/97
272,1,9.98,4/5/97
273,1,6.79,1/2/97
273,1,14.96,3/25/97
274,1,5.78,1/2/97
275,6,60.47,1/2/97
276,2,21.73,1/2/97
276,2,37.54,1/17/97
276,3,45.09,7/8/97
276,1,13.99,6/1/98
277,1,17.9,1/2/97
277,1,13.99,3/9/98
278,1,23.97,1/2/97
279,1,17.3,1/2/97
279,1,66.3,1/17/97
279,2,56.21,8/14/97
280,12,155.64,1/2/97
280,6,88.32,2/1/97
280,1,12.49,4/28/97
281,1,14.7,1/2/97
282,4,53.88,1/2/97
283,3,37.71,1/2/97
284,1,20,1/2/97
285,1,25.99,1/2/97
286,2,41.36,1/2/97
286,3,45.91,1/13/97
287,1,13.97,1/2/97
288,1,14.96,1/2/97
288,1,13.97,5/2/97
289,1,10.77,1/2/97
289,1,9.77,2/8/97
290,2,49.98,1/2/97
291,14,199.15,1/2/97
292,1,13.97,1/2/97
