Id,donate_00,donate_01,donate_02,donate_03,donate_04,donate_05,donate_06,donate_07,donate_08,donate_09,donate_10,donate_11
100338,1,1,1,0,1,0,1,1,0,1,1,1
100339,1,1,1,0,0,0,0,0,1,0,0,0
100340,1,1,1,1,1,1,1,1,1,1,1,1
100341,1,1,1,1,0,0,0,1,0,1,1,0
100342,1,1,0,1,1,0,0,0,0,0,0,1
100343,1,0,1,1,1,1,1,1,1,1,1,0
100344,1,1,1,1,1,1,1,1,0,1,1,1
100345,1,1,0,0,1,1,0,0,0,0,0,0
100346,1,1,1,0,1,1,1,1,1,1,1,1
100347,1,0,0,0,0,0,0,0,0,0,0,0
100348,1,1,0,0,0,1,0,1,0,1,1,1
100349,1,0,1,0,1,0,1,1,1,1,1,0
100350,1,0,0,1,0,0,0,0,0,0,0,0
100351,1,0,1,1,1,1,0,1,0,0,0,0
100352,1,1,0,0,0,0,0,0,0,0,0,0
100353,1,0,0,0,0,0,0,0,0,0,0,0
100354,1,0,0,0,0,0,0,0,0,0,0,0
100355,1,0,0,0,0,0,0,0,0,0,0,0
100356,1,0,0,0,0,0,0,0,0,0,0,0
100357,1,1,1,1,1,1,1,1,0,1,1,1
100358,1,1,0,0,0,0,0,0,0,0,0,0
100359,1,0,1,0,0,1,0,1,1,1,1,0
100360,1,0,1,0,0,0,0,0,0,0,0,0
100361,1,1,1,1,1,0,1,0,0,0,1,1
100362,1,0,0,0,0,0,0,0,0,0,0,0
100363,1,1,1,1,1,0,0,0,0,0,0,0
100364,1,0,0,0,0,1,0,0,0,1,1,0
100365,1,1,1,1,0,1,0,0,1,1,1,1
100366,1,0,0,1,0,0,0,0,0,0,0,0
100367,1,1,1,1,1,1,1,1,1,1,1,1
100368,1,1,1,1,1,1,1,1,0,1,1,1
100369,1,1,0,0,0,0,0,0,0,1,0,1
100370,1,1,1,0,0,0,0,0,0,0,0,0
100371,1,1,1,1,1,1,0,1,1,1,0,1
100372,1,1,1,0,1,1,0,1,0,0,0,0
100373,1,0,0,0,0,0,0,0,0,0,0,0
100374,1,1,1,1,0,1,1,1,1,1,1,1
100375,1,1,1,1,1,1,1,1,1,1,1,0
100376,1,1,1,1,1,1,1,1,1,1,1,0
100377,1,0,0,0,0,0,1,1,0,0,1,0
100378,1,0,0,0,0,0,0,0,0,0,0,0
100379,1,0,0,0,0,0,1,1,0,0,0,1
100380,1,1,1,1,1,1,0,0,0,0,0,0
100381,1,1,1,1,1,0,1,0,0,1,0,0
100382,1,1,1,1,1,1,1,1,1,1,1,1
100383,1,0,0,0,0,0,0,1,0,1,1,0
100384,1,0,0,0,0,0,0,0,0,1,0,0
100385,1,0,0,0,0,0,0,0,0,0,0,0
100386,1,0,0,0,0,0,0,0,0,0,0,0
100387,1,1,0,0,0,0,0,0,0,0,0,0
100388,1,1,1,1,1,1,1,1,1,1,0,0
100389,1,1,0,1,1,1,0,1,1,0,1,0
100390,1,1,1,1,1,1,1,0,0,0,0,0
100391,1,0,0,0,0,0,0,0,0,0,0,0
100392,1,0,1,0,0,0,0,0,0,0,0,0
100393,1,1,1,1,1,1,1,1,0,0,0,0
100394,1,1,1,1,1,1,0,1,0,1,0,1
100395,1,1,0,1,1,0,1,1,1,0,1,0
100396,1,0,0,0,0,0,0,0,0,0,0,0
100397,1,1,0,0,1,0,1,0,0,1,1,0
100398,1,1,1,1,0,0,0,0,0,0,0,0
100399,1,1,1,0,1,1,1,1,0,1,0,0
100400,1,1,1,1,1,1,1,1,0,0,0,0
100401,1,0,1,0,1,0,0,0,0,0,0,0
100402,1,1,0,0,0,0,0,0,0,0,0,0
100403,1,0,1,1,0,0,0,0,0,0,0,0
100404,1,1,1,0,1,1,1,0,0,0,0,0
100405,1,1,1,1,1,1,1,1,1,1,0,0
100406,1,0,0,0,0,0,0,1,1,1,0,0
100407,1,1,1,0,1,0,0,0,0,0,0,0
100408,1,0,0,0,0,0,0,0,0,0,0,0
100409,1,0,0,0,0,1,1,0,1,1,1,0
100410,1,1,1,1,1,0,0,0,0,1,0,0
100411,1,1,1,1,0,0,1,1,1,0,1,0
100412,1,1,0,1,0,0,0,0,0,0,0,0
100413,1,1,1,0,0,0,0,0,0,0,0,0
100414,1,0,0,0,0,1,1,1,1,1,1,0
100415,1,1,0,0,1,1,1,1,1,1,1,1
100416,1,0,0,0,0,0,0,0,0,0,0,0
100417,1,1,0,0,0,0,0,0,0,0,0,0
100418,1,0,1,1,1,1,0,1,1,1,1,1
100419,1,0,0,0,0,0,0,0,0,0,0,0
100420,1,0,1,1,1,1,1,1,1,1,1,0
100421,1,0,1,1,0,0,0,0,0,0,0,0
100422,1,0,0,0,0,0,0,0,0,0,0,0
100423,1,0,0,0,0,0,0,1,0,0,0,0
100424,1,1,1,0,0,0,0,0,0,0,0,0
100425,1,0,1,0,0,0,1,0,1,0,0,0
100426,1,1,1,1,1,1,1,1,1,1,0,0
100427,1,1,1,1,1,1,0,0,0,0,0,0
100428,1,1,0,1,0,0,0,0,0,0,0,0
100429,1,0,1,1,0,0,1,0,0,1,0,0
100430,1,1,1,1,0,1,1,1,1,0,1,1
100431,1,0,0,1,0,0,0,1,0,0,1,0
100432,1,0,1,1,1,1,1,1,1,1,1,0
100433,1,1,1,1,1,1,1,1,1,1,0,1
100434,1,1,0,0,1,1,0,0,0,0,0,0
100435,1,0,1,0,0,1,0,1,1,0,0,0
100436,1,0,0,0,0,0,0,0,0,0,0,0
100437,1,0,0,0,0,0,0,0,0,0,0,0
100438,1,0,1,1,1,1,1,1,1,1,1,1
100439,1,0,0,0,0,0,0,0,0,0,0,1
100440,1,0,0,0,0,0,0,0,0,0,0,0
100441,1,1,0,1,1,0,1,1,0,1,1,0
100442,1,0,0,0,0,0,0,0,0,0,0,0
100443,1,1,1,1,1,1,1,0,1,0,1,1
100444,1,0,1,0,1,1,1,1,1,1,1,1
100445,1,0,1,0,0,1,0,0,0,0,0,0
100446,1,1,1,1,0,1,0,0,0,0,0,0
100447,1,1,0,0,0,0,0,0,0,0,0,0
100448,1,0,0,0,0,0,0,0,0,0,0,0
100449,1,1,1,1,0,0,0,0,0,0,0,0
100450,1,1,0,1,0,0,0,0,0,0,0,0
100451,1,1,1,1,0,0,0,0,0,0,0,0
100452,1,1,1,0,0,0,0,0,0,0,0,0
100453,1,0,0,0,0,0,0,0,0,0,0,0
100454,1,0,0,0,0,0,1,1,0,1,1,0
100455,1,1,1,0,0,0,0,0,0,0,0,0
100456,1,0,0,0,0,0,0,0,0,0,0,0
100457,1,1,1,1,1,1,1,1,1,1,1,1
100458,1,1,1,1,1,1,1,1,1,1,1,1
100459,1,1,0,0,0,0,0,0,0,0,0,0
100460,1,0,0,1,1,1,0,0,0,0,0,0
100461,1,0,0,0,0,0,0,0,0,0,0,0
100462,1,0,0,0,0,0,0,0,0,0,0,0
100463,1,0,0,0,0,0,0,0,0,0,0,0
100464,1,0,0,1,0,0,1,1,1,0,1,1
100465,1,1,1,1,1,1,1,1,1,0,1,0
100466,1,1,1,1,0,0,0,0,0,0,0,0
100467,1,1,1,1,1,0,1,1,1,1,1,0
100468,1,1,0,1,1,1,1,0,0,0,0,0
100469,1,1,1,1,1,0,0,0,1,1,0,1
100470,1,1,1,1,1,1,1,1,1,1,1,1
100471,1,1,1,1,0,0,0,0,0,0,0,0
100472,1,0,0,0,0,0,0,0,0,0,0,0
100473,1,1,0,0,0,0,0,0,0,0,1,0
100474,1,0,0,0,0,1,1,1,0,1,0,0
100475,1,0,0,0,0,0,1,0,0,0,0,0
100476,1,1,1,1,0,1,0,1,0,0,0,0
100477,1,1,1,0,1,1,0,0,1,1,1,1
100478,1,1,1,0,0,0,0,0,0,0,0,0
100479,1,1,0,1,1,1,1,0,1,1,1,1
100480,1,1,1,1,0,0,0,0,0,0,0,0
100481,1,1,1,1,0,1,1,0,0,0,0,0
100482,1,1,0,0,1,1,0,0,0,0,0,0
100483,1,1,0,1,1,1,1,0,1,1,0,1
100484,1,1,0,1,1,0,0,0,0,0,0,0
100485,1,0,0,0,1,1,0,1,0,0,0,0
100486,1,1,0,0,1,1,1,1,0,1,1,1
100487,1,0,0,0,0,0,0,0,0,0,0,0
100488,1,0,0,0,0,0,0,0,0,0,0,0
100489,1,1,0,0,0,0,0,0,0,0,0,0
100490,1,1,0,0,1,1,0,0,0,0,0,0
100491,1,1,1,1,1,1,1,1,1,1,1,1
100492,1,0,0,0,1,1,0,1,0,0,1,0
100493,1,0,0,0,0,0,0,0,0,0,0,0
100494,1,1,1,1,1,1,0,0,0,0,0,0
100495,1,1,1,1,0,0,0,0,0,0,0,0
100496,1,1,1,1,1,1,0,1,1,1,1,1
100497,1,1,1,1,0,0,0,0,0,0,0,0
100498,1,0,0,1,1,0,1,1,0,0,0,0
100499,1,1,0,1,1,0,1,0,1,1,1,1
100500,1,0,0,1,0,0,1,0,0,0,0,0
100501,1,0,0,1,1,0,0,0,1,1,1,0
100502,1,1,1,1,0,0,0,0,0,0,0,0
100503,1,1,0,0,1,1,1,1,1,1,1,0
100504,1,1,1,0,0,0,0,0,0,0,0,0
100505,1,1,0,0,0,0,0,0,0,0,0,0
100506,1,1,1,1,1,1,0,0,1,1,1,1
100507,1,1,1,1,1,1,1,1,1,1,1,0
100508,1,1,0,0,0,0,0,0,0,0,0,0
100509,1,0,0,0,0,0,0,0,0,0,0,1
100510,1,1,1,1,1,1,0,0,0,0,0,0
100511,1,1,1,0,0,0,0,0,0,0,0,0
100512,1,0,0,0,0,0,0,1,1,1,1,1
100513,1,1,0,1,1,0,0,1,1,1,1,1
